CD_SETOR,SITUACAO,CD_SIT,CD_TIPO,AREA_KM2,NM_REGIAO,NM_UF,NM_MUN,CD_DIST,NM_DIST,CD_BAIRRO,NM_BAIRRO,CD_NU,NM_NU,CD_FCU,NM_FCU,CD_AGLOM,NM_AGLOM,CD_RGINT,NM_RGINT,NM_CONCURB,field_2,field_5,pop_branco,pop_negros
355100905000075,Urbana,1,0,"0,02039490068",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,267,93,267,93
355100905000077,Urbana,1,0,"0,01711380748",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,542,128,542,128
355100905000078,Urbana,1,0,"0,01766076642",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,390,166,390,166
355100905000079,Urbana,1,0,"0,01753971934",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,114,69,114,69
355100905000080,Urbana,1,0,"0,04846388518",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,189,96,189,96
355100905000082,Urbana,1,0,"0,01464206843",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,107,134,107,134
355100905000083,Urbana,1,0,"0,005450913166",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,256,177,256,177
355100905000084,Urbana,1,0,"0,005387485895",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,258,152,258,152
355100905000086,Urbana,1,0,"0,01355665044",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,148,76,148,76
355100905000088,Urbana,1,0,"0,004053504508",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,141,72,141,72
355100905000089,Urbana,1,0,"0,002549803381",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,213,122,213,122
355100905000535,Urbana,2,4,"0,506172504",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,,,,
355100905000536,Urbana,2,0,"0,1211997029",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,116,44,116,44
355100905000537,Urbana,2,0,"0,08458760439",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,237,93,237,93
355100905000542,Urbana,1,0,"0,005504966762",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,189,49,189,49
355100905000543,Urbana,1,0,"0,005579811211",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,246,68,246,68
355100905000544,Urbana,1,0,"0,005351099877",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,260,61,260,61
355100905000545,Urbana,1,0,"0,01068421321",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,252,68,252,68
355100905000546,Urbana,1,0,"0,008465087551",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,237,65,237,65
355100905000760,Urbana,1,0,"0,004533028724",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,260,131,260,131
355100905000761,Urbana,1,0,"0,002845237528",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,119,70,119,70
355100905000762,Urbana,1,0,"0,00736952826",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,216,103,216,103
355100905000763,Urbana,1,0,"0,02038786653",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,168,79,168,79
355100905000837,Urbana,1,0,"0,04011106423",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,234,99,234,99
355100905000838,Urbana,1,1,"0,01188152184",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,35510090026,Morro do Asa Delta,,,3501,São Paulo,Baixada Santista/SP,27,37,27,37
355100905000852,Urbana,2,4,"0,5821612088",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,,,,
355100905000853,Urbana,2,4,"0,1141559074",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,,,,,3501,São Paulo,Baixada Santista/SP,,,,
355100905000863,Urbana,1,1,"0,1543892399",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009004,Itararé,,,35510090026,Morro do Asa Delta,,,3501,São Paulo,Baixada Santista/SP,136,290,136,290
355100905000132,Urbana,1,0,"0,06743321372",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009019,Japuí,,,,,,,3501,São Paulo,Baixada Santista/SP,214,190,214,190
355100905000344,Urbana,1,0,"0,1005395577",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009019,Japuí,,,,,,,3501,São Paulo,Baixada Santista/SP,587,433,587,433
355100905000578,Urbana,1,0,"0,05712428781",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009019,Japuí,,,,,,,3501,São Paulo,Baixada Santista/SP,337,325,337,325
355100905000580,Urbana,1,0,"0,03396659634",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009019,Japuí,,,,,,,3501,São Paulo,Baixada Santista/SP,353,281,353,281
355100905000581,Urbana,1,0,"0,03948266496",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009019,Japuí,,,,,,,3501,São Paulo,Baixada Santista/SP,290,203,290,203
355100905000583,Urbana,1,0,"0,03813929685",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009019,Japuí,,,,,,,3501,São Paulo,Baixada Santista/SP,329,398,329,398
355100905000703,Urbana,1,0,"0,05693476108",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009019,Japuí,,,,,,,3501,São Paulo,Baixada Santista/SP,461,374,461,374
355100905000737,Urbana,1,0,"0,1532327896",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009019,Japuí,,,,,,,3501,São Paulo,Baixada Santista/SP,295,242,295,242
355100905000738,Rural,7,5,"0,06180033457",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009019,Japuí,,,,,355100900001,Aldeia Indígena Aldeia Tekua Paranapuã,3501,São Paulo,Baixada Santista/SP,0,0,0,0
355100905000750,Rural,8,4,"1,77987611",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009019,Japuí,,,,,,,3501,São Paulo,Baixada Santista/SP,,,,
355100905000828,Urbana,1,0,"0,03444782298",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009019,Japuí,,,,,,,3501,São Paulo,Baixada Santista/SP,71,97,71,97
355100905000858,Rural,8,4,"0,850701168",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009019,Japuí,,,,,,,3501,São Paulo,Baixada Santista/SP,,,,
355100905000859,Rural,8,4,"0,1341973372",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009019,Japuí,,,,,,,3501,São Paulo,Baixada Santista/SP,,,,
355100905000039,Urbana,1,0,"0,04730586071",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009008,Jardim Guassu,,,,,,,3501,São Paulo,Baixada Santista/SP,270,224,270,224
355100905000040,Urbana,1,0,"0,05031432622",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009008,Jardim Guassu,,,,,,,3501,São Paulo,Baixada Santista/SP,224,178,224,178
355100905000041,Urbana,1,1,"0,01559108431",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009008,Jardim Guassu,,,35510090011,Miau,,,3501,São Paulo,Baixada Santista/SP,91,173,91,173
355100905000042,Urbana,1,0,"0,0375789233",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009008,Jardim Guassu,,,,,,,3501,São Paulo,Baixada Santista/SP,201,171,201,171
355100905000043,Urbana,1,0,"0,04578526442",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009008,Jardim Guassu,,,,,,,3501,São Paulo,Baixada Santista/SP,300,188,300,188
355100905000044,Urbana,1,0,"0,0633258736",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009008,Jardim Guassu,,,,,,,3501,São Paulo,Baixada Santista/SP,351,216,351,216
355100905000405,Urbana,1,0,"0,04861018542",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009008,Jardim Guassu,,,,,,,3501,São Paulo,Baixada Santista/SP,245,162,245,162
355100905000728,Urbana,1,1,"0,01416604502",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009008,Jardim Guassu,,,35510090011,Miau,,,3501,São Paulo,Baixada Santista/SP,118,162,118,162
355100905000729,Urbana,1,0,"0,02091210993",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009008,Jardim Guassu,,,,,,,3501,São Paulo,Baixada Santista/SP,77,91,77,91
355100905000054,Urbana,1,0,"0,01791755261",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009006,Jardim Independência,,,,,,,3501,São Paulo,Baixada Santista/SP,292,113,292,113
355100905000055,Urbana,1,0,"0,02411647027",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009006,Jardim Independência,,,,,,,3501,São Paulo,Baixada Santista/SP,172,90,172,90
355100905000056,Urbana,1,0,"0,05802704017",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009006,Jardim Independência,,,,,,,3501,São Paulo,Baixada Santista/SP,415,131,415,131
355100905000343,Urbana,1,0,"0,04376756728",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009006,Jardim Independência,,,,,,,3501,São Paulo,Baixada Santista/SP,283,186,283,186
355100905000410,Urbana,1,0,"0,03841219746",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009006,Jardim Independência,,,,,,,3501,São Paulo,Baixada Santista/SP,339,113,339,113
355100905000411,Urbana,1,0,"0,0133549005",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009006,Jardim Independência,,,,,,,3501,São Paulo,Baixada Santista/SP,107,39,107,39
355100905000412,Urbana,1,0,"0,005602040764",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009006,Jardim Independência,,,,,,,3501,São Paulo,Baixada Santista/SP,33,16,33,16
355100905000414,Urbana,1,4,"0,04868021529",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009006,Jardim Independência,,,,,,,3501,São Paulo,Baixada Santista/SP,,,,
355100905000773,Urbana,1,1,"0,0170315514",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009006,Jardim Independência,,,35510090040,Núcleo Carrefour,,,3501,São Paulo,Baixada Santista/SP,100,164,100,164
355100905000776,Urbana,1,0,"0,06108029732",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009006,Jardim Independência,,,,,,,3501,São Paulo,Baixada Santista/SP,281,250,281,250
355100905000777,Urbana,1,1,"0,0238337763",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009006,Jardim Independência,,,35510090046,Bananal,,,3501,São Paulo,Baixada Santista/SP,63,139,63,139
355100905000262,Urbana,3,1,"0,04422616605",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090028,Vila Ponte Nova,,,3501,São Paulo,Baixada Santista/SP,258,428,258,428
355100905000263,Urbana,3,1,"0,04372283426",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090028,Vila Ponte Nova,,,3501,São Paulo,Baixada Santista/SP,319,446,319,446
355100905000264,Urbana,3,1,"0,02557764467",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090028,Vila Ponte Nova,,,3501,São Paulo,Baixada Santista/SP,36,166,36,166
355100905000266,Urbana,3,1,"0,05891311953",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090019,Jardim Rio Negro,,,3501,São Paulo,Baixada Santista/SP,320,538,320,538
355100905000269,Urbana,3,1,"0,0302733217",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,196,346,196,346
355100905000270,Urbana,3,1,"0,09522951157",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,294,494,294,494
355100905000271,Urbana,3,1,"0,06120989119",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,273,439,273,439
355100905000276,Urbana,3,1,"0,0499854639",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,263,632,263,632
355100905000277,Urbana,3,1,"0,0473205288",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,252,528,252,528
355100905000484,Urbana,3,1,"0,04547652522",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090028,Vila Ponte Nova,,,3501,São Paulo,Baixada Santista/SP,227,364,227,364
355100905000486,Urbana,3,1,"0,03436361162",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090028,Vila Ponte Nova,,,3501,São Paulo,Baixada Santista/SP,307,451,307,451
355100905000489,Urbana,3,1,"0,03659323917",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,152,351,152,351
355100905000490,Urbana,3,1,"0,0395652116",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090035,Quarentenário Particular,,,3501,São Paulo,Baixada Santista/SP,249,422,249,422
355100905000491,Urbana,3,1,"0,02020715506",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,101,194,101,194
355100905000492,Urbana,3,1,"0,03238572101",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090035,Quarentenário Particular,,,3501,São Paulo,Baixada Santista/SP,148,307,148,307
355100905000494,Urbana,3,1,"0,1015230619",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,266,611,266,611
355100905000510,Urbana,3,1,"0,05289317053",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,149,355,149,355
355100905000511,Urbana,3,1,"0,04975833439",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090028,Vila Ponte Nova,,,3501,São Paulo,Baixada Santista/SP,149,362,149,362
355100905000513,Urbana,3,1,"0,03644478471",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090035,Quarentenário Particular,,,3501,São Paulo,Baixada Santista/SP,227,373,227,373
355100905000514,Urbana,3,1,"0,06471305103",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090035,Quarentenário Particular,,,3501,São Paulo,Baixada Santista/SP,312,721,312,721
355100905000516,Urbana,3,1,"0,0103944219",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090042,Rua 13,,,3501,São Paulo,Baixada Santista/SP,78,108,78,108
355100905000607,Urbana,3,1,"0,05716177868",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090019,Jardim Rio Negro,,,3501,São Paulo,Baixada Santista/SP,389,737,389,737
355100905000608,Urbana,3,1,"0,04981201174",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090019,Jardim Rio Negro,,,3501,São Paulo,Baixada Santista/SP,258,442,258,442
355100905000609,Urbana,3,1,"0,07852123224",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090028,Vila Ponte Nova,,,3501,São Paulo,Baixada Santista/SP,173,679,173,679
355100905000611,Urbana,3,1,"0,03045107053",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090019,Jardim Rio Negro,,,3501,São Paulo,Baixada Santista/SP,138,310,138,310
355100905000612,Urbana,3,1,"0,05566963619",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090019,Jardim Rio Negro,,,3501,São Paulo,Baixada Santista/SP,125,317,125,317
355100905000613,Urbana,3,1,"0,02302162449",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090042,Rua 13,,,3501,São Paulo,Baixada Santista/SP,134,287,134,287
355100905000614,Urbana,3,1,"0,05540457234",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090035,Quarentenário Particular,,,3501,São Paulo,Baixada Santista/SP,323,468,323,468
355100905000615,Urbana,3,1,"0,02340062341",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,177,268,177,268
355100905000616,Urbana,3,1,"0,02543549827",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,135,317,135,317
355100905000664,Urbana,3,1,"0,04533442922",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090019,Jardim Rio Negro,,,3501,São Paulo,Baixada Santista/SP,230,357,230,357
355100905000665,Urbana,3,1,"0,0255182843",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090019,Jardim Rio Negro,,,3501,São Paulo,Baixada Santista/SP,211,358,211,358
355100905000666,Urbana,3,1,"0,03206721218",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090035,Quarentenário Particular,,,3501,São Paulo,Baixada Santista/SP,178,325,178,325
355100905000667,Urbana,3,1,"0,03834103193",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090035,Quarentenário Particular,,,3501,São Paulo,Baixada Santista/SP,238,354,238,354
355100905000672,Urbana,3,1,"0,04329157456",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090042,Rua 13,,,3501,São Paulo,Baixada Santista/SP,85,145,85,145
355100905000674,Rural,8,0,"4,641715774",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,,,,,,,3501,São Paulo,Baixada Santista/SP,7,39,7,39
355100905000675,Urbana,3,1,"0,08449803615",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090042,Rua 13,,,3501,São Paulo,Baixada Santista/SP,92,207,92,207
355100905000719,Urbana,3,1,"0,09440198449",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,78,206,78,206
355100905000722,Urbana,3,1,"0,03410107223",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,272,546,272,546
355100905000723,Urbana,3,1,"0,02771705325",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,225,391,225,391
355100905000769,Rural,8,4,"6,258039967",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,,,,,,,3501,São Paulo,Baixada Santista/SP,,,,
355100905000810,Urbana,3,1,"0,04497046307",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090028,Vila Ponte Nova,,,3501,São Paulo,Baixada Santista/SP,243,485,243,485
355100905000841,Urbana,3,1,"0,2156251725",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,144,228,144,228
355100905000842,Urbana,3,1,"0,1946325741",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,3551009002,Jardim Irmã Dolores,35510090031,Quarentenário Público,,,3501,São Paulo,Baixada Santista/SP,119,204,119,204
355100905000843,Rural,8,4,"0,1921469404",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,,,,,,,3501,São Paulo,Baixada Santista/SP,,,,
355100905000846,Rural,8,4,"3,503205841",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009031,Jardim Irmã Dolores,,,,,,,3501,São Paulo,Baixada Santista/SP,,,,
355100905000283,Rural,8,4,"1,771596423",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,,,,,,,3501,São Paulo,Baixada Santista/SP,,,,
355100905000284,Urbana,3,6,"0,1050038621",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,,,,,3501,São Paulo,Baixada Santista/SP,1163,2669,1163,2669
355100905000307,Urbana,3,1,"0,09515978319",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,35510090029,Jardim Rio Branco,,,3501,São Paulo,Baixada Santista/SP,312,536,312,536
355100905000308,Urbana,3,1,"0,07030356146",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,35510090029,Jardim Rio Branco,,,3501,São Paulo,Baixada Santista/SP,388,572,388,572
355100905000309,Urbana,3,1,"0,06154394708",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,35510090029,Jardim Rio Branco,,,3501,São Paulo,Baixada Santista/SP,333,599,333,599
355100905000310,Urbana,3,0,"0,06440833081",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,,,,,3501,São Paulo,Baixada Santista/SP,250,439,250,439
355100905000312,Urbana,3,0,"0,05922561637",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,,,,,3501,São Paulo,Baixada Santista/SP,353,430,353,430
355100905000313,Urbana,3,0,"0,08140800427",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,,,,,3501,São Paulo,Baixada Santista/SP,372,566,372,566
355100905000372,Urbana,3,1,"0,07040469046",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,35510090029,Jardim Rio Branco,,,3501,São Paulo,Baixada Santista/SP,397,632,397,632
355100905000373,Urbana,3,1,"0,0499067608",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,35510090029,Jardim Rio Branco,,,3501,São Paulo,Baixada Santista/SP,283,564,283,564
355100905000375,Urbana,3,0,"0,07488130747",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,,,,,3501,São Paulo,Baixada Santista/SP,281,523,281,523
355100905000498,Urbana,3,1,"0,05055930902",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,35510090029,Jardim Rio Branco,,,3501,São Paulo,Baixada Santista/SP,288,385,288,385
355100905000499,Urbana,3,1,"0,04707972737",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,35510090029,Jardim Rio Branco,,,3501,São Paulo,Baixada Santista/SP,301,451,301,451
355100905000500,Urbana,3,1,"0,0405112336",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,35510090029,Jardim Rio Branco,,,3501,São Paulo,Baixada Santista/SP,164,373,164,373
355100905000635,Urbana,3,0,"0,0485726091",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,,,,,3501,São Paulo,Baixada Santista/SP,212,303,212,303
355100905000636,Urbana,3,0,"0,03665730694",Sudeste,São Paulo,São Vicente,355100905,São Vicente,3551009023,Jardim Rio Branco,3551009004,Jardim Rio Branco,,,,,3501,São Paulo,Baixada Santista/SP,162,279,162,279
